age,age group,eligible,job,salary,marital,education,marital-education,targeted,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,response
23,7,Y,unemployed,55000,married,tertiary,single-tertiary,no,yes,8265,no,yes,telephone,23,oct,1329,51,122,24,unknown,yes,0
27,6,Y,student,70000,married,tertiary,single-unknown,yes,yes,6191,yes,yes,cellular,25,apr,292,12,683,38,failure,yes,1
72,9,N,services,4000,divorced,secondary,married-unknown,yes,no,1572,no,no,cellular,27,sep,741,33,386,8,other,no,1
25,3,Y,self-employed,100000,divorced,secondary,divorced-primary,yes,no,1270,no,no,cellular,13,oct,479,22,101,17,other,no,1
70,1,Y,management,50000,married,secondary,single-secondary,no,yes,2256,no,no,cellular,4,feb,787,20,118,4,unknown,no,1
36,2,N,unknown,70000,divorced,primary,single-unknown,no,no,4124,yes,yes,telephone,12,jan,17,28,77,275,failure,no,0
65,6,Y,entrepreneur,55000,married,primary,single-unknown,no,no,-491,yes,yes,telephone,3,nov,732,20,64,0,unknown,no,0
72,9,Y,services,4000,married,unknown,single-secondary,no,no,451,yes,yes,unknown,21,jan,406,41,385,8,failure,no,1
67,9,N,entrepreneur,120000,divorced,tertiary,divorced-unknown,yes,no,1270,no,yes,unknown,13,dec,1423,5,89,20,other,no,0
83,7,Y,student,55000,single,tertiary,married-tertiary,yes,no,-717,no,no,cellular,1,feb,941,24,199,23,success,no,1
78,3,Y,unemployed,4000,married,secondary,divorced-tertiary,no,yes,3350,no,yes,unknown,29,feb,1373,27,179,58,failure,yes,0
55,7,Y,retired,100000,divorced,primary,single-unknown,yes,yes,1173,yes,no,telephone,12,jan,159,21,308,6,failure,no,0
53,4,Y,technician,120000,divorced,tertiary,divorced-tertiary,yes,no,6991,no,no,telephone,6,dec,242,16,196,30,unknown,no,1
54,5,N,self-employed,16000,married,unknown,single-unknown,yes,no,-181,no,no,unknown,7,sep,728,41,486,12,success,yes,1
76,5,N,unknown,55000,married,secondary,married-secondary,no,no,821,yes,no,telephone,17,dec,1446,15,411,32,unknown,no,0
72,8,Y,services,4000,divorced,secondary,married-primary,yes,yes,1670,no,no,cellular,1,sep,837,36,174,29,unknown,no,0
25,4,Y,unemployed,100000,married,tertiary,married-primary,yes,yes,808,no,yes,telephone,29,may,1100,19,58,19,success,no,1
92,2,N,self-employed,100000,single,tertiary,divorced-primary,yes,no,2253,no,yes,telephone,18,jul,1156,21,134,37,success,no,1
47,8,N,self-employed,16000,single,secondary,single-unknown,no,no,7567,no,yes,telephone,11,nov,489,46,66,17,success,yes,1
62,6,Y,services,4000,divorced,unknown,married-unknown,yes,no,4831,yes,yes,telephone,2,jul,406,4,68,32,failure,yes,1
47,4,N,admin.,70000,married,secondary,divorced-unknown,yes,no,-357,no,yes,unknown,3,feb,483,63,419,13,other,no,1
56,9,Y,unemployed,20000,single,tertiary,single-secondary,yes,no,1578,no,no,cellular,12,jan,2769,17,255,9,failure,yes,0
52,4,Y,technician,50000,single,primary,single-secondary,no,yes,6700,yes,yes,telephone,29,dec,206,36,56,16,failure,no,1
92,3,Y,housemaid,50000,married,unknown,single-tertiary,yes,yes,7783,yes,yes,cellular,14,sep,23,7,175,6,success,yes,0
40,2,N,unknown,50000,divorced,unknown,married-primary,no,yes,5597,no,yes,cellular,26,aug,442,14,184,2,other,no,0
82,3,Y,housemaid,60000,divorced,tertiary,divorced-primary,no,no,783,yes,yes,cellular,2,nov,545,18,129,38,unknown,yes,1
93,6,Y,services,100000,single,primary,divorced-secondary,no,no,2749,no,yes,unknown,20,feb,315,43,352,8,other,no,0
58,7,Y,unemployed,4000,single,secondary,divorced-secondary,no,yes,2244,yes,no,unknown,6,sep,338,4,46,21,success,no,0
25,6,Y,housemaid,8000,divorced,secondary,divorced-unknown,no,no,7208,yes,yes,telephone,21,mar,253,50,831,24,success,no,0
75,4,Y,housemaid,120000,married,secondary,divorced-tertiary,yes,no,2970,yes,yes,unknown,24,may,1435,35,437,35,other,no,0
48,3,Y,housemaid,60000,married,secondary,divorced-tertiary,no,yes,1435,yes,yes,cellular,1,sep,332,44,106,24,failure,yes,0
78,4,Y,retired,60000,married,tertiary,divorced-tertiary,no,yes,9774,yes,no,unknown,7,mar,137,17,475,1,unknown,yes,0
93,2,Y,unemployed,120000,married,secondary,single-unknown,yes,no,3496,no,yes,telephone,11,jun,285,1,105,2,other,no,1
21,9,Y,unemployed,16000,married,secondary,single-primary,no,yes,12569,yes,yes,unknown,5,oct,761,43,27,7,other,yes,0
52,5,N,technician,16000,single,tertiary,married-primary,yes,yes,6963,yes,yes,unknown,25,nov,491,39,500,19,failure,no,0
44,4,Y,unemployed,4000,divorced,unknown,single-secondary,no,no,3888,no,no,unknown,11,jun,451,13,121,35,success,yes,0
54,6,N,services,55000,married,unknown,divorced-secondary,no,yes,2668,yes,yes,telephone,30,jun,1792,37,137,12,failure,no,1
64,4,N,retired,0,married,tertiary,married-unknown,no,no,10889,no,no,cellular,27,mar,598,33,440,22,other,yes,0
78,4,Y,services,50000,married,secondary,divorced-tertiary,yes,no,798,no,no,telephone,13,dec,7,7,337,15,unknown,yes,0
61,2,Y,management,60000,single,secondary,single-primary,yes,no,1690,no,no,cellular,6,may,1555,55,230,9,success,yes,1
68,2,Y,unemployed,16000,married,unknown,divorced-secondary,yes,no,3949,yes,yes,unknown,21,apr,1837,13,828,3,unknown,no,1
27,5,Y,student,0,single,primary,single-primary,yes,yes,-148,yes,yes,telephone,12,aug,1360,32,184,7,unknown,yes,1
55,7,Y,self-employed,55000,divorced,tertiary,single-primary,yes,no,-41,yes,no,telephone,18,jul,1113,18,300,2,success,yes,0
71,7,Y,retired,100000,divorced,tertiary,single-secondary,no,yes,2366,no,yes,cellular,4,jun,623,28,219,22,success,no,0
41,8,Y,blue-collar,4000,married,primary,married-secondary,yes,no,6743,no,no,unknown,30,nov,69,30,55,51,success,yes,1
72,7,Y,management,4000,single,secondary,single-unknown,no,yes,1713,yes,no,unknown,27,may,583,1,79,29,failure,no,0
39,8,Y,technician,20000,single,secondary,single-tertiary,yes,yes,903,no,no,cellular,27,dec,509,7,486,35,success,no,0
54,4,N,management,60000,divorced,unknown,married-tertiary,no,no,1795,yes,yes,cellular,20,aug,1231,27,701,58,success,no,0
42,8,Y,blue-collar,20000,single,tertiary,single-secondary,yes,yes,5313,yes,no,telephone,16,oct,2201,1,485,2,success,no,0
54,8,Y,unknown,100000,single,unknown,single-secondary,yes,no,3652,yes,yes,unknown,17,jan,1399,29,191,32,unknown,yes,1
72,7,N,services,50000,divorced,primary,divorced-primary,no,no,2889,no,yes,unknown,12,oct,838,25,24,12,unknown,yes,0
47,9,N,self-employed,16000,divorced,tertiary,divorced-unknown,no,no,21244,no,yes,telephone,3,apr,1366,21,34,28,failure,yes,1
38,9,Y,entrepreneur,20000,married,secondary,single-secondary,no,yes,34247,yes,yes,cellular,27,oct,1293,20,784,23,failure,yes,1
30,3,N,management,70000,divorced,primary,single-unknown,no,yes,5934,yes,yes,unknown,10,jul,62,26,82,26,unknown,yes,0
88,8,Y,housemaid,16000,married,unknown,married-unknown,no,yes,4533,no,no,cellular,10,jul,257,58,12,5,unknown,yes,0
81,4,N,unemployed,100000,single,unknown,married-unknown,no,no,556,no,yes,cellular,28,jun,1002,43,73,7,success,no,1
47,9,N,unemployed,120000,single,secondary,single-unknown,no,no,356,no,no,cellular,4,nov,15,32,312,16,failure,yes,1
21,4,N,services,8000,married,tertiary,married-unknown,no,no,653,no,yes,cellular,16,may,155,25,276,21,success,yes,1
29,2,N,retired,4000,divorced,primary,single-unknown,yes,yes,1577,no,no,telephone,20,jul,1087,2,201,22,failure,no,1
31,4,Y,self-employed,70000,married,primary,married-tertiary,yes,yes,1613,yes,no,cellular,26,jun,651,5,279,38,failure,no,1
45,6,Y,unknown,50000,divorced,tertiary,married-tertiary,yes,no,5248,yes,yes,unknown,23,dec,1040,13,97,5,failure,yes,1
43,8,N,student,16000,single,primary,divorced-tertiary,no,yes,2248,no,no,unknown,3,mar,950,28,316,1,failure,yes,0
93,7,N,unemployed,20000,married,tertiary,married-secondary,yes,no,14355,no,no,unknown,24,aug,802,25,417,25,failure,yes,0
40,4,Y,unknown,4000,single,unknown,single-secondary,yes,yes,3858,no,yes,cellular,30,dec,1665,7,387,30,success,yes,0
50,7,Y,services,16000,married,unknown,married-tertiary,yes,yes,2076,no,yes,unknown,12,aug,533,21,197,6,failure,no,1
26,4,N,blue-collar,60000,single,tertiary,divorced-primary,yes,yes,739,yes,no,unknown,24,feb,506,44,223,9,success,no,1
44,6,Y,blue-collar,8000,divorced,secondary,divorced-primary,no,yes,2776,no,no,cellular,19,dec,701,8,141,35,failure,yes,1
62,5,N,entrepreneur,0,divorced,primary,married-secondary,no,yes,5511,yes,no,unknown,22,oct,2093,13,419,15,other,yes,1
92,6,Y,housemaid,50000,married,unknown,married-unknown,no,no,4025,no,no,cellular,14,oct,209,30,327,3,unknown,no,0
71,4,Y,retired,120000,divorced,tertiary,divorced-secondary,yes,yes,352,yes,yes,telephone,17,apr,1342,39,163,26,success,no,1
37,8,Y,services,0,divorced,primary,divorced-secondary,no,yes,3255,no,no,cellular,12,nov,64,22,557,41,unknown,no,1
72,4,Y,entrepreneur,120000,single,primary,divorced-tertiary,yes,no,3386,no,no,unknown,1,oct,914,50,203,0,other,no,1
88,1,N,blue-collar,16000,divorced,tertiary,divorced-primary,no,yes,4778,no,no,telephone,19,may,1393,41,476,20,unknown,yes,1
32,3,N,management,0,divorced,secondary,single-tertiary,yes,yes,26765,no,no,telephone,24,dec,920,7,674,275,success,yes,0
31,4,N,unemployed,20000,single,secondary,single-tertiary,no,yes,2335,no,yes,telephone,23,may,573,41,17,20,other,yes,0
21,3,N,entrepreneur,8000,married,tertiary,divorced-primary,yes,yes,4041,yes,yes,telephone,2,oct,1210,20,98,7,success,yes,1
33,8,N,student,8000,divorced,primary,married-secondary,yes,yes,2129,no,yes,unknown,8,jul,347,63,416,35,success,yes,0
22,9,N,technician,70000,divorced,tertiary,divorced-primary,yes,yes,5973,no,no,telephone,1,sep,738,12,31,40,unknown,yes,0
20,9,Y,student,20000,married,primary,divorced-unknown,no,no,4240,no,yes,unknown,2,dec,262,17,338,275,success,yes,1
73,5,N,student,70000,single,primary,married-tertiary,yes,no,-73,no,yes,unknown,2,aug,1875,5,411,25,other,yes,1
63,1,N,technician,4000,married,secondary,divorced-secondary,yes,yes,1376,no,yes,unknown,11,aug,89,36,439,37,unknown,no,0
27,3,N,self-employed,70000,single,secondary,divorced-tertiary,no,no,1912,yes,yes,cellular,12,jul,1461,23,472,55,failure,yes,1
95,9,N,unknown,60000,married,secondary,married-unknown,yes,no,9994,no,no,cellular,6,sep,1790,27,279,13,other,no,1
93,2,Y,services,100000,divorced,secondary,single-unknown,yes,no,1551,no,yes,telephone,21,mar,1917,55,648,6,failure,no,0
39,1,N,admin.,8000,married,tertiary,divorced-secondary,yes,no,5058,no,no,telephone,20,aug,3,19,460,23,success,yes,1
40,5,N,blue-collar,100000,divorced,tertiary,divorced-unknown,yes,yes,5802,no,yes,unknown,14,jun,387,29,163,25,other,no,0
71,1,Y,retired,120000,married,unknown,married-primary,no,yes,-614,yes,no,telephone,29,may,1283,39,463,4,unknown,yes,1
56,1,N,self-employed,4000,married,tertiary,married-unknown,no,no,4137,yes,no,unknown,14,apr,643,58,391,35,other,yes,1
49,3,Y,unknown,60000,divorced,primary,single-primary,no,yes,5154,no,no,unknown,24,feb,1099,38,77,27,failure,no,0
19,3,Y,unemployed,16000,divorced,secondary,single-secondary,no,no,2881,yes,yes,telephone,27,dec,503,44,518,11,success,no,1
30,6,Y,unemployed,60000,single,secondary,divorced-secondary,no,yes,2557,yes,no,telephone,11,jul,571,43,264,15,success,no,0
95,5,Y,admin.,20000,married,tertiary,married-secondary,no,no,2047,yes,no,cellular,24,aug,648,4,430,32,other,no,1
62,4,N,entrepreneur,55000,divorced,tertiary,married-secondary,yes,no,3499,no,yes,cellular,31,sep,649,44,276,14,unknown,no,0
54,1,Y,housemaid,4000,married,secondary,married-primary,yes,yes,-946,no,no,cellular,14,may,508,4,161,4,other,no,0
24,6,N,student,4000,single,secondary,divorced-tertiary,no,yes,13836,yes,no,telephone,28,feb,53,19,95,11,success,no,1
85,4,N,technician,20000,married,unknown,married-tertiary,yes,no,10943,no,no,cellular,20,dec,360,6,263,38,success,no,0
83,3,Y,management,4000,divorced,primary,married-unknown,yes,yes,-292,yes,no,cellular,4,may,990,63,166,17,success,yes,0
60,4,Y,blue-collar,60000,divorced,primary,married-tertiary,no,yes,5089,yes,no,unknown,17,may,1294,46,578,40,failure,yes,0
61,3,Y,blue-collar,0,divorced,primary,divorced-unknown,yes,yes,-994,yes,no,telephone,26,aug,2516,14,551,20,success,no,0
63,6,N,housemaid,70000,married,secondary,divorced-primary,yes,no,586,yes,no,cellular,7,mar,1056,26,728,275,other,no,0
24,5,Y,blue-collar,0,divorced,secondary,divorced-unknown,yes,yes,1690,no,yes,cellular,30,nov,1195,41,147,6,success,yes,0
94,9,Y,housemaid,4000,married,primary,single-tertiary,yes,yes,670,yes,no,unknown,14,mar,1022,13,173,4,other,no,0
24,6,Y,self-employed,20000,divorced,tertiary,single-primary,no,yes,6043,yes,yes,cellular,29,jan,1820,16,532,14,failure,no,1
33,6,N,services,20000,divorced,unknown,single-tertiary,yes,no,3954,yes,no,cellular,26,jul,595,7,239,58,other,yes,0
88,6,N,retired,55000,married,primary,married-unknown,yes,yes,3276,no,yes,unknown,6,aug,258,23,299,26,success,no,0
59,1,N,retired,120000,married,primary,married-primary,no,yes,2323,no,yes,telephone,7,jul,1290,4,394,8,failure,no,0
62,7,N,retired,16000,married,secondary,single-primary,yes,yes,1607,no,yes,unknown,24,feb,1176,13,543,0,other,yes,1
74,4,N,admin.,8000,divorced,primary,single-secondary,no,yes,4861,no,yes,telephone,6,feb,179,11,562,32,other,no,1
55,2,N,unknown,70000,married,primary,single-primary,no,no,5774,yes,no,unknown,1,jul,370,14,215,11,other,yes,0
87,5,Y,housemaid,20000,divorced,secondary,married-primary,no,yes,188,no,no,unknown,23,feb,58,39,113,58,other,yes,1
19,2,Y,management,100000,single,tertiary,married-primary,yes,no,9827,yes,yes,cellular,12,oct,871,1,316,14,unknown,yes,1
55,3,Y,management,0,divorced,secondary,married-secondary,yes,yes,5108,no,no,cellular,18,oct,740,55,200,22,failure,yes,1
89,3,N,retired,120000,divorced,secondary,divorced-unknown,yes,no,11686,yes,no,telephone,31,may,835,30,346,58,failure,no,0
54,2,N,self-employed,60000,married,primary,married-tertiary,no,yes,894,no,no,telephone,20,apr,122,19,322,35,success,no,0
73,4,N,student,120000,married,tertiary,single-primary,no,yes,2456,yes,yes,telephone,26,nov,590,8,241,38,unknown,no,1
76,3,N,services,60000,married,primary,married-secondary,no,yes,1824,no,no,cellular,18,apr,505,13,531,16,unknown,no,1
93,2,N,student,100000,single,tertiary,single-primary,no,no,1260,no,no,cellular,1,jun,1290,46,244,27,unknown,yes,1
73,7,N,student,70000,single,primary,divorced-primary,no,yes,4788,yes,yes,cellular,29,oct,749,14,419,29,success,no,0
51,6,Y,student,60000,single,secondary,single-primary,yes,no,7816,yes,no,telephone,19,oct,982,9,296,58,unknown,yes,1
23,7,Y,retired,0,married,secondary,single-tertiary,no,yes,6526,yes,yes,telephone,8,jan,723,36,25,14,failure,no,1
69,8,N,self-employed,20000,divorced,primary,married-unknown,yes,no,1914,yes,no,telephone,30,dec,760,32,586,15,unknown,yes,1
58,1,Y,management,60000,single,unknown,married-tertiary,no,no,5818,yes,yes,cellular,28,may,355,29,655,30,failure,yes,0
85,3,N,self-employed,100000,married,unknown,divorced-tertiary,yes,no,124,yes,yes,telephone,21,dec,453,20,804,27,success,no,1
58,1,Y,blue-collar,20000,single,secondary,single-tertiary,yes,no,5542,yes,no,unknown,22,oct,1175,17,225,11,other,yes,1
57,7,N,unknown,120000,divorced,secondary,married-tertiary,no,yes,-1664,yes,no,cellular,16,nov,607,25,871,10,unknown,yes,1
87,8,Y,self-employed,70000,divorced,tertiary,single-tertiary,no,yes,690,no,yes,unknown,28,nov,598,7,47,23,other,yes,1
25,1,Y,management,55000,single,unknown,single-primary,no,yes,880,no,no,cellular,21,aug,539,36,343,2,success,yes,1
49,7,Y,unemployed,60000,married,unknown,divorced-tertiary,yes,no,1881,no,no,telephone,13,mar,533,63,307,27,success,yes,0
71,6,Y,admin.,0,married,unknown,divorced-primary,yes,yes,2072,no,yes,cellular,26,nov,865,5,346,6,unknown,no,0
88,4,Y,technician,4000,divorced,primary,divorced-unknown,no,no,667,no,no,unknown,12,sep,999,8,263,8,other,no,0
19,7,Y,blue-collar,16000,married,tertiary,married-secondary,yes,yes,1099,no,yes,telephone,1,mar,1348,34,145,12,other,yes,1
56,8,N,retired,4000,married,unknown,divorced-tertiary,yes,no,2764,yes,no,cellular,17,feb,311,43,41,24,unknown,no,0
85,7,Y,unemployed,60000,single,primary,married-secondary,yes,no,-81,no,no,unknown,16,may,393,9,411,13,success,yes,1
21,3,N,unemployed,8000,married,unknown,divorced-tertiary,yes,no,5953,yes,yes,cellular,20,sep,890,18,270,26,other,yes,0
62,4,Y,management,70000,divorced,unknown,divorced-tertiary,no,yes,1553,yes,yes,unknown,8,oct,26,11,385,9,other,no,0
88,8,Y,services,0,single,unknown,single-tertiary,no,no,10465,no,no,telephone,27,mar,177,29,222,55,unknown,no,0
90,2,N,blue-collar,8000,divorced,unknown,married-tertiary,no,yes,9059,no,yes,unknown,7,aug,102,7,184,29,unknown,no,0
79,7,Y,housemaid,0,divorced,tertiary,married-primary,yes,no,1609,no,yes,cellular,9,jul,155,33,43,10,unknown,yes,0
56,6,N,entrepreneur,60000,divorced,unknown,divorced-primary,yes,no,7606,yes,yes,telephone,4,jan,1109,17,804,58,other,yes,1
80,4,N,housemaid,100000,single,primary,single-secondary,yes,yes,4194,no,yes,telephone,12,feb,144,39,313,55,success,no,0
63,6,Y,unemployed,16000,married,tertiary,divorced-secondary,yes,no,2460,yes,no,cellular,25,nov,798,15,485,0,success,no,1
19,2,N,housemaid,4000,married,secondary,divorced-primary,yes,no,3944,no,yes,telephone,17,jun,682,37,439,4,unknown,yes,1
35,4,N,services,55000,divorced,secondary,married-primary,yes,no,-261,no,no,unknown,19,jul,1048,58,163,8,failure,no,0
87,4,N,unemployed,120000,married,unknown,divorced-unknown,no,yes,-298,yes,no,unknown,4,nov,469,46,194,58,other,no,0
65,4,N,unknown,120000,divorced,secondary,divorced-tertiary,yes,yes,6710,no,yes,telephone,6,aug,564,5,213,40,other,no,0
41,6,N,housemaid,60000,divorced,secondary,married-primary,no,no,6767,no,no,telephone,25,may,264,36,241,29,failure,yes,0
35,3,Y,services,0,married,secondary,married-primary,no,no,3529,yes,no,cellular,23,jun,1344,14,356,23,other,no,0
85,7,N,unknown,16000,divorced,unknown,married-unknown,yes,yes,2727,yes,no,unknown,19,dec,1333,9,148,28,failure,yes,1
40,2,Y,retired,16000,married,secondary,married-unknown,yes,no,4353,yes,no,cellular,21,may,446,32,745,1,failure,no,1
45,2,N,unemployed,70000,divorced,secondary,divorced-unknown,yes,no,7290,no,yes,unknown,11,may,217,63,153,55,failure,no,0
90,2,Y,retired,120000,divorced,primary,divorced-tertiary,yes,no,740,no,yes,unknown,31,aug,1223,55,50,2,other,yes,0
39,3,Y,admin.,4000,married,primary,divorced-unknown,yes,yes,2578,yes,no,telephone,1,oct,229,22,371,275,success,yes,1
26,9,Y,services,20000,single,tertiary,single-secondary,yes,no,5350,no,no,cellular,1,oct,111,41,47,19,failure,yes,0
86,9,N,entrepreneur,20000,divorced,secondary,married-secondary,yes,no,4852,yes,no,unknown,4,may,742,51,38,9,success,no,1
53,5,Y,housemaid,55000,married,primary,married-tertiary,no,no,2331,yes,no,telephone,8,jan,100,19,238,21,failure,no,0
45,7,Y,services,0,single,secondary,single-secondary,no,no,4210,yes,yes,telephone,11,sep,285,15,805,2,other,no,0
79,3,N,blue-collar,70000,single,primary,divorced-secondary,yes,no,16649,yes,yes,telephone,13,sep,896,46,389,23,other,no,1
43,1,N,unknown,16000,married,secondary,married-tertiary,yes,no,29887,no,no,cellular,24,mar,402,9,435,6,failure,yes,0
82,9,Y,unknown,60000,divorced,primary,single-primary,no,yes,5475,yes,no,cellular,5,nov,672,15,318,3,failure,no,1
59,4,Y,entrepreneur,120000,divorced,primary,single-tertiary,no,yes,2387,no,yes,telephone,1,dec,404,2,728,16,unknown,no,0
57,6,Y,technician,60000,single,secondary,divorced-unknown,no,yes,4954,yes,no,cellular,30,jun,983,1,480,28,failure,no,0
32,2,Y,entrepreneur,4000,divorced,secondary,divorced-unknown,no,yes,3533,no,no,telephone,13,aug,1153,26,531,51,success,yes,1
57,3,N,retired,100000,single,tertiary,single-unknown,yes,no,324,no,yes,cellular,9,apr,229,32,395,27,unknown,yes,1
84,9,N,retired,16000,single,secondary,divorced-primary,no,no,385,yes,yes,telephone,1,jun,1279,36,381,29,unknown,no,1
79,3,N,admin.,0,married,tertiary,divorced-unknown,no,yes,17332,no,no,telephone,17,mar,1183,32,257,8,failure,yes,0
35,9,N,entrepreneur,60000,divorced,secondary,married-tertiary,no,yes,45789,yes,no,telephone,5,nov,1276,14,420,14,unknown,no,0
76,1,N,blue-collar,0,married,unknown,married-primary,no,no,1602,no,yes,telephone,4,may,1966,43,150,7,failure,no,0
45,5,N,unknown,120000,single,primary,divorced-secondary,no,no,3035,yes,no,unknown,25,aug,822,17,670,17,failure,no,1
36,3,N,student,8000,divorced,tertiary,divorced-secondary,no,yes,2203,no,no,telephone,21,may,1208,35,594,28,failure,no,1
19,4,Y,student,100000,married,primary,single-primary,yes,no,3626,yes,no,cellular,2,oct,326,27,30,4,other,yes,0
83,7,Y,entrepreneur,0,single,primary,divorced-primary,yes,no,1111,no,yes,telephone,5,jun,2260,1,434,6,success,yes,0
28,3,N,admin.,0,divorced,secondary,divorced-primary,yes,no,3940,no,yes,cellular,6,jul,312,44,116,55,failure,yes,0
40,9,N,entrepreneur,50000,divorced,primary,single-unknown,no,yes,1776,no,no,cellular,8,nov,62,26,72,11,unknown,yes,1
21,4,Y,unknown,4000,single,primary,single-secondary,no,yes,-940,yes,no,telephone,5,jul,1514,28,49,8,other,yes,0
35,8,Y,unemployed,16000,divorced,secondary,married-unknown,no,yes,1820,no,yes,cellular,24,apr,396,35,828,40,failure,no,1
35,6,N,retired,60000,single,secondary,married-unknown,yes,yes,2093,yes,yes,unknown,22,apr,1617,3,279,21,success,yes,0
90,3,Y,blue-collar,100000,single,primary,single-primary,yes,no,7900,yes,no,cellular,3,dec,322,13,309,21,unknown,yes,0
92,8,N,unknown,20000,married,secondary,single-unknown,yes,no,1144,no,no,unknown,3,jul,364,37,310,9,unknown,yes,0
18,4,Y,technician,8000,married,primary,single-tertiary,yes,no,228,no,yes,unknown,25,oct,697,35,109,25,failure,no,0
80,5,N,admin.,20000,divorced,primary,single-primary,yes,no,7831,yes,no,telephone,1,mar,1345,31,103,18,unknown,yes,1
73,1,Y,entrepreneur,0,single,primary,divorced-primary,yes,yes,4395,no,no,cellular,18,jan,547,32,164,29,success,no,1
46,9,Y,unemployed,50000,married,unknown,married-secondary,no,no,7468,yes,yes,telephone,28,may,437,46,39,13,other,no,0
51,5,Y,unemployed,55000,married,secondary,divorced-primary,no,yes,2777,yes,no,cellular,21,feb,1106,39,275,0,failure,yes,0
31,3,Y,blue-collar,100000,single,unknown,married-unknown,no,yes,1441,no,no,cellular,13,nov,1000,31,269,6,unknown,no,1
34,9,Y,housemaid,0,single,secondary,divorced-primary,no,yes,5810,no,no,telephone,5,may,305,3,261,25,failure,no,0
85,7,N,student,8000,divorced,primary,single-unknown,no,no,4367,no,yes,cellular,8,aug,179,55,348,38,success,no,0
21,1,N,unknown,50000,divorced,unknown,married-primary,yes,no,2637,no,no,unknown,8,sep,291,32,279,37,success,yes,1
18,6,Y,student,60000,single,secondary,married-tertiary,no,no,-124,yes,no,cellular,12,dec,1101,26,232,27,failure,no,1
84,4,Y,self-employed,16000,single,tertiary,married-tertiary,yes,yes,5349,no,yes,telephone,14,sep,1153,26,254,15,other,yes,1
54,7,Y,housemaid,20000,single,secondary,married-primary,yes,yes,1203,yes,no,unknown,18,jan,493,22,294,37,other,no,1
84,1,Y,technician,120000,married,unknown,single-unknown,yes,yes,5380,no,yes,unknown,14,jul,527,8,215,2,failure,no,0
24,2,N,student,50000,single,primary,single-secondary,yes,yes,5665,yes,no,unknown,1,jul,268,29,655,25,other,no,0
35,2,N,admin.,100000,single,unknown,single-secondary,yes,no,19102,no,no,cellular,1,nov,1031,33,328,1,failure,no,1
95,5,Y,unknown,50000,single,unknown,single-secondary,yes,no,2655,no,yes,telephone,8,sep,1419,39,586,37,unknown,no,0
59,7,N,admin.,20000,married,primary,married-secondary,yes,no,3275,yes,no,cellular,26,jul,800,23,256,9,unknown,no,0
24,3,N,unknown,20000,single,primary,married-primary,yes,no,5903,no,no,unknown,4,jun,1183,32,177,25,unknown,no,0
58,7,Y,blue-collar,4000,divorced,primary,divorced-unknown,yes,no,3855,yes,yes,cellular,1,feb,103,31,464,19,other,no,1
94,1,Y,student,4000,married,primary,single-tertiary,yes,no,2736,yes,no,telephone,8,jul,859,14,259,41,failure,no,1
76,1,N,retired,120000,single,secondary,single-unknown,no,no,13763,no,no,cellular,7,aug,742,20,296,40,failure,no,0
40,3,Y,self-employed,70000,divorced,tertiary,married-unknown,yes,yes,8167,yes,yes,cellular,28,mar,905,34,46,30,unknown,yes,1
74,7,N,entrepreneur,50000,divorced,tertiary,married-primary,yes,yes,5483,no,no,cellular,1,sep,515,17,557,24,success,no,0
20,9,Y,unemployed,120000,divorced,primary,married-tertiary,no,yes,8619,yes,yes,unknown,10,jan,1020,4,282,17,success,yes,1
42,5,N,admin.,20000,single,tertiary,single-secondary,yes,yes,7298,yes,no,telephone,2,mar,1859,28,125,14,failure,no,1
66,7,Y,blue-collar,70000,divorced,unknown,single-tertiary,yes,yes,6889,yes,no,cellular,10,feb,674,26,157,32,other,yes,0
89,3,Y,blue-collar,8000,divorced,unknown,married-secondary,no,no,4381,no,yes,telephone,15,sep,294,1,521,26,failure,yes,1
25,1,N,student,60000,single,tertiary,married-secondary,no,no,9049,no,no,cellular,28,nov,628,25,550,11,unknown,yes,1
25,9,N,student,55000,divorced,primary,divorced-primary,yes,yes,-31,yes,yes,telephone,23,nov,1531,8,244,55,failure,no,1
53,9,N,housemaid,60000,single,primary,divorced-tertiary,yes,no,-786,yes,yes,telephone,5,sep,1377,10,167,14,failure,no,1
44,6,N,admin.,0,divorced,secondary,married-secondary,yes,no,-133,yes,yes,cellular,8,jan,1392,15,322,7,other,no,0
84,1,Y,self-employed,55000,single,tertiary,single-primary,yes,no,1443,no,yes,telephone,27,jul,950,15,8,8,unknown,yes,1
32,1,Y,services,0,married,secondary,single-primary,yes,no,2253,no,no,unknown,24,jun,105,43,98,21,success,no,0
73,6,Y,retired,16000,married,primary,married-unknown,no,yes,1030,yes,no,unknown,23,may,1380,27,403,15,unknown,no,0
50,2,N,entrepreneur,0,single,secondary,married-tertiary,no,yes,6963,no,no,unknown,13,aug,382,51,246,28,other,no,1
18,1,Y,services,0,single,tertiary,single-unknown,yes,no,8563,yes,yes,cellular,20,jul,130,43,265,11,success,no,0
18,4,N,admin.,50000,single,tertiary,divorced-unknown,no,no,311,no,no,unknown,24,oct,626,12,275,24,success,no,1
72,3,N,housemaid,60000,married,primary,divorced-tertiary,no,no,5326,yes,yes,cellular,14,mar,1196,34,218,41,unknown,yes,1
78,5,Y,unknown,100000,married,secondary,divorced-unknown,yes,yes,8014,yes,no,cellular,3,apr,923,46,511,0,unknown,no,0
